1,2,-3.8635,1.7332,-3.9475,1.4209,-1.7692e-06
1,3,-3.8635,1.7332,-2.3934,1.432,-1.7259e-06
1,4,-3.8635,1.7332,-4.049,1.4289,-1.698e-06
1,5,-3.8635,1.7332,-3.8464,1.729,-1.6232e-06
1,6,-3.8635,1.7332,-3.8356,1.4182,-1.7738e-06
1,7,-3.8635,1.7332,-2.9112,1.3925,-1.6485e-06
1,8,-3.8635,1.7332,-1.9535,1.7524,-1.7635e-06
1,9,-3.8635,1.7332,-3.6679,1.739,-1.4843e-06
1,10,-3.8635,1.7332,-0.41621,1.7981,-1.6908e-06
1,11,-3.8635,1.7332,-4.7824,1.9148,-1.3769e-06
1,12,-3.8635,1.7332,-4.1833,1.2502,-1.6813e-06
1,13,-3.8635,1.7332,-2.6729,1.9823,-1.4159e-06
1,14,-3.8635,1.7332,-3.2582,1.1856,-1.6116e-06
1,15,-3.8635,1.7332,-4.2017,1.7902,-1.4847e-06
1,16,-3.8635,1.7332,-1.341,1.8223,-1.697e-06
1,17,-3.8635,1.7332,-4.3954,1.795,-1.4852e-06
1,18,-3.8635,1.7332,-1.8322,1.8141,-1.6993e-06
1,19,-3.8635,1.7332,-4.2568,1.7993,-1.4865e-06
1,20,-3.8635,1.7332,-0.84612,1.7946,-1.7012e-06
1,21,-3.8635,1.7332,-2.3282,1.9896,-1.4047e-06
1,22,-3.8635,1.7332,-2.3222,1.6677,-1.6161e-06
1,23,-3.8635,1.7332,-3.4608,1.9747,-1.4551e-06
1,24,-3.8635,1.7332,-3.9445,1.1964,-1.6117e-06
1,25,-3.8635,1.7332,-1.971,1.1597,-1.5154e-06
1,26,-3.8635,1.7332,-1.6217,1.9558,-1.5599e-06
1,27,-3.8635,1.7332,-4.0263,1.9147,-1.3714e-06
1,28,-3.8635,1.7332,-0.46781,1.918,-1.6424e-06
1,29,-3.8635,1.7332,-1.7753,1.1736,-1.4251e-06
1,30,-3.8635,1.7332,-4.0864,1.2204,-1.6609e-06
1,31,-3.8635,1.7332,-3.7308,1.9383,-1.3727e-06
1,32,-3.8635,1.7332,-2.8472,1.979,-1.6244e-06
1,33,-3.8635,1.7332,-2.5373,2.2849,-1.0953e-06
1,34,-3.8635,1.7332,-0.85235,2.291,-1.1244e-06
1,35,-3.8635,1.7332,-7.2003,0.46719,-6.5948e-10
1,36,-3.8635,1.7332,-7.1357,2.8462,1.7154e-09
1,37,-3.8635,1.7332,-5.9264,0.29628,2.1259e-07
1,38,-3.8635,1.7332,-6.8305,1.4213,2.0525e-07
1,39,-3.8635,1.7332,-7.6573,1.0787,9.5189e-09
1,40,-3.8635,1.7332,-7.1797,2.0081,8.4333e-09
1,41,-3.8635,1.7332,-6.7558,0.071307,-8.1197e-10
1,42,-3.8635,1.7332,-7.0942,2.5105,-7.6129e-09
1,43,-3.8635,1.7332,-6.008,1.3141,-3.4145e-07
1,44,-3.8635,1.7332,-5.9648,1.7855,-3.0488e-07
1,45,-3.8635,1.7332,-6.5568,0.70734,3.2537e-08
1,46,-3.8635,1.7332,-6.4919,3.1112,-1.8745e-08
1,47,-3.8635,1.7332,-6.0823,2.6445,-9.3907e-08
1,48,-3.8635,1.7332,-6.0779,0.47574,-1.264e-07
1,49,-3.8635,1.7332,-6.5641,0.25413,-2.0876e-08
1,50,-3.8635,1.7332,-6.5411,1.3214,-1.8121e-08
1,51,-3.8635,1.7332,-6.2728,0.78381,1.102e-07
1,52,-3.8635,1.7332,-6.3483,2.1461,9.7911e-08
1,53,-3.8635,1.7332,-6.3853,1.3995,1.1869e-07
1,54,-3.8635,1.7332,-6.4686,1.6651,1.1615e-07
1,55,-3.8635,1.7332,-6.8323,3.0988,-6.0084e-11
1,56,-3.8635,1.7332,-6.7719,0.1916,4.3052e-10
1,57,-3.8635,1.7332,-6.1662,1.8883,1.1264e-07
1,58,-3.8635,1.7332,-6.1615,0.78448,1.316e-07
1,59,-3.8635,1.7332,-5.6626,1.5697,-7.2563e-08
1,60,-3.8635,1.7332,-6.1383,2.5785,-7.6752e-08
1,61,-3.8635,1.7332,-6.4417,0.10916,-5.6441e-09
1,62,-3.8635,1.7332,-6.4612,2.9936,-7.3602e-09
1,63,-3.8635,1.7332,-6.8065,2.9372,1.0395e-08
1,64,-3.8635,1.7332,-6.7499,0.36746,9.8497e-09
2,3,-3.9475,1.4209,-2.3934,1.432,-1.5119e-06
2,4,-3.9475,1.4209,-4.049,1.4289,-1.549e-06
2,5,-3.9475,1.4209,-3.8464,1.729,-1.5727e-06
2,6,-3.9475,1.4209,-3.8356,1.4182,-1.607e-06
2,7,-3.9475,1.4209,-2.9112,1.3925,-1.4389e-06
2,8,-3.9475,1.4209,-1.9535,1.7524,-1.6417e-06
2,9,-3.9475,1.4209,-3.6679,1.739,-1.4804e-06
2,10,-3.9475,1.4209,-0.41621,1.7981,-1.574e-06
2,11,-3.9475,1.4209,-4.7824,1.9148,-1.4041e-06
2,12,-3.9475,1.4209,-4.1833,1.2502,-1.4798e-06
2,13,-3.9475,1.4209,-2.6729,1.9823,-1.4342e-06
2,14,-3.9475,1.4209,-3.2582,1.1856,-1.368e-06
2,15,-3.9475,1.4209,-4.2017,1.7902,-1.4831e-06
2,16,-3.9475,1.4209,-1.341,1.8223,-1.5814e-06
2,17,-3.9475,1.4209,-4.3954,1.795,-1.4842e-06
2,18,-3.9475,1.4209,-1.8322,1.8141,-1.584e-06
2,19,-3.9475,1.4209,-4.2568,1.7993,-1.4859e-06
2,20,-3.9475,1.4209,-0.84612,1.7946,-1.5866e-06
2,21,-3.9475,1.4209,-2.3282,1.9896,-1.4353e-06
2,22,-3.9475,1.4209,-2.3222,1.6677,-1.4604e-06
2,23,-3.9475,1.4209,-3.4608,1.9747,-1.4711e-06
2,24,-3.9475,1.4209,-3.9445,1.1964,-1.3704e-06
2,25,-3.9475,1.4209,-1.971,1.1597,-1.2715e-06
2,26,-3.9475,1.4209,-1.6217,1.9558,-1.5504e-06
2,27,-3.9475,1.4209,-4.0263,1.9147,-1.4012e-06
2,28,-3.9475,1.4209,-0.46781,1.918,-1.5742e-06
2,29,-3.9475,1.4209,-1.7753,1.1736,-1.1865e-06
2,30,-3.9475,1.4209,-4.0864,1.2204,-1.4498e-06
2,31,-3.9475,1.4209,-3.7308,1.9383,-1.4048e-06
2,32,-3.9475,1.4209,-2.8472,1.979,-1.57e-06
2,33,-3.9475,1.4209,-2.5373,2.2849,-1.1868e-06
2,34,-3.9475,1.4209,-0.85235,2.291,-1.2191e-06
2,35,-3.9475,1.4209,-7.2003,0.46719,2.0668e-09
2,36,-3.9475,1.4209,-7.1357,2.8462,-2.3325e-09
2,37,-3.9475,1.4209,-5.9264,0.29628,2.3055e-07
2,38,-3.9475,1.4209,-6.8305,1.4213,2.2403e-07
2,39,-3.9475,1.4209,-7.6573,1.0787,4.228e-09
2,40,-3.9475,1.4209,-7.1797,2.0081,1.0497e-08
2,41,-3.9475,1.4209,-6.7558,0.071307,-9.6039e-10
2,42,-3.9475,1.4209,-7.0942,2.5105,-7.8137e-09
2,43,-3.9475,1.4209,-6.008,1.3141,-3.1047e-07
2,44,-3.9475,1.4209,-5.9648,1.7855,-2.9416e-07
2,45,-3.9475,1.4209,-6.5568,0.70734,3.0534e-08
2,46,-3.9475,1.4209,-6.4919,3.1112,-3.5356e-09
2,47,-3.9475,1.4209,-6.0823,2.6445,-1.1453e-07
2,48,-3.9475,1.4209,-6.0779,0.47574,-1.5453e-07
2,49,-3.9475,1.4209,-6.5641,0.25413,-2.415e-09
2,50,-3.9475,1.4209,-6.5411,1.3214,-5.5996e-09
2,51,-3.9475,1.4209,-6.2728,0.78381,1.1801e-07
2,52,-3.9475,1.4209,-6.3483,2.1461,1.0326e-07
2,53,-3.9475,1.4209,-6.3853,1.3995,1.1345e-07
2,54,-3.9475,1.4209,-6.4686,1.6651,1.0893e-07
2,55,-3.9475,1.4209,-6.8323,3.0988,-3.2728e-09
2,56,-3.9475,1.4209,-6.7719,0.1916,-7.2057e-09
2,57,-3.9475,1.4209,-6.1662,1.8883,1.1793e-07
2,58,-3.9475,1.4209,-6.1615,0.78448,1.3863e-07
2,59,-3.9475,1.4209,-5.6626,1.5697,-7.7887e-08
2,60,-3.9475,1.4209,-6.1383,2.5785,-9.8633e-08
2,61,-3.9475,1.4209,-6.4417,0.10916,5.7597e-09
2,62,-3.9475,1.4209,-6.4612,2.9936,9.1272e-09
2,63,-3.9475,1.4209,-6.8065,2.9372,1.1851e-08
2,64,-3.9475,1.4209,-6.7499,0.36746,1.9434e-08
3,4,-2.3934,1.432,-4.049,1.4289,-1.6299e-06
3,5,-2.3934,1.432,-3.8464,1.729,-1.5818e-06
3,6,-2.3934,1.432,-3.8356,1.4182,-1.6955e-06
3,7,-2.3934,1.432,-2.9112,1.3925,-1.5636e-06
3,8,-2.3934,1.432,-1.9535,1.7524,-1.7038e-06
3,9,-2.3934,1.432,-3.6679,1.739,-1.4592e-06
3,10,-2.3934,1.432,-0.41621,1.7981,-1.6376e-06
3,11,-2.3934,1.432,-4.7824,1.9148,-1.3647e-06
3,12,-2.3934,1.432,-4.1833,1.2502,-1.5938e-06
3,13,-2.3934,1.432,-2.6729,1.9823,-1.4021e-06
3,14,-2.3934,1.432,-3.2582,1.1856,-1.5112e-06
3,15,-2.3934,1.432,-4.2017,1.7902,-1.4602e-06
3,16,-2.3934,1.432,-1.341,1.8223,-1.6442e-06
3,17,-2.3934,1.432,-4.3954,1.795,-1.4608e-06
3,18,-2.3934,1.432,-1.8322,1.8141,-1.6465e-06
3,19,-2.3934,1.432,-4.2568,1.7993,-1.4622e-06
3,20,-2.3934,1.432,-0.84612,1.7946,-1.6487e-06
3,21,-2.3934,1.432,-2.3282,1.9896,-1.3934e-06
3,22,-2.3934,1.432,-2.3222,1.6677,-1.5525e-06
3,23,-2.3934,1.432,-3.4608,1.9747,-1.4393e-06
3,24,-2.3934,1.432,-3.9445,1.1964,-1.5137e-06
3,25,-2.3934,1.432,-1.971,1.1597,-1.419e-06
3,26,-2.3934,1.432,-1.6217,1.9558,-1.5355e-06
3,27,-2.3934,1.432,-4.0263,1.9147,-1.3604e-06
3,28,-2.3934,1.432,-0.46781,1.918,-1.6043e-06
