0,1,2,-3.8635,1.7332,-3.9475,1.4209,-4.3081e-06
0,1,3,-3.8635,1.7332,-2.3934,1.432,-4.2969e-06
0,1,4,-3.8635,1.7332,-4.049,1.4289,-4.0731e-06
0,1,5,-3.8635,1.7332,-3.8464,1.729,-3.9218e-06
0,1,6,-3.8635,1.7332,-3.8356,1.4182,-4.4149e-06
0,1,7,-3.8635,1.7332,-2.9112,1.3925,-3.9914e-06
0,1,8,-3.8635,1.7332,-1.9535,1.7524,-4.4531e-06
0,1,9,-3.8635,1.7332,-3.6679,1.739,-3.5954e-06
0,1,10,-3.8635,1.7332,-0.41621,1.7981,-4.1026e-06
0,1,11,-3.8635,1.7332,-4.7824,1.9148,-3.3191e-06
0,1,12,-3.8635,1.7332,-4.1833,1.2502,-4.1073e-06
0,1,13,-3.8635,1.7332,-2.6729,1.9823,-3.1921e-06
0,1,14,-3.8635,1.7332,-3.2582,1.1856,-3.7188e-06
0,1,15,-3.8635,1.7332,-4.2017,1.7902,-3.7099e-06
0,1,16,-3.8635,1.7332,-1.341,1.8223,-4.2398e-06
0,1,17,-3.8635,1.7332,-4.3954,1.795,-3.755e-06
0,1,18,-3.8635,1.7332,-1.8322,1.8141,-4.2946e-06
0,1,19,-3.8635,1.7332,-4.2568,1.7993,-3.7994e-06
0,1,20,-3.8635,1.7332,-0.84612,1.7946,-4.3403e-06
0,1,21,-3.8635,1.7332,-2.3282,1.9896,-3.6047e-06
0,1,22,-3.8635,1.7332,-2.3222,1.6677,-3.6682e-06
0,1,23,-3.8635,1.7332,-3.4608,1.9747,-3.4797e-06
0,1,24,-3.8635,1.7332,-3.9445,1.1964,-3.9259e-06
0,1,25,-3.8635,1.7332,-1.971,1.1597,-3.6117e-06
0,1,26,-3.8635,1.7332,-1.6217,1.9558,-3.865e-06
0,1,27,-3.8635,1.7332,-4.0263,1.9147,-3.2762e-06
0,1,28,-3.8635,1.7332,-0.46781,1.918,-4.018e-06
0,1,29,-3.8635,1.7332,-1.7753,1.1736,-3.3921e-06
0,1,30,-3.8635,1.7332,-4.0864,1.2204,-4.0514e-06
0,1,31,-3.8635,1.7332,-3.7308,1.9383,-3.3428e-06
0,1,32,-3.8635,1.7332,-2.8472,1.979,-4.0261e-06
0,1,33,-3.8635,1.7332,-2.5373,2.2849,-2.3186e-06
0,1,34,-3.8635,1.7332,-0.85235,2.291,-2.3856e-06
0,1,35,-3.8635,1.7332,-7.2003,0.46719,-2.237e-09
0,1,36,-3.8635,1.7332,-7.1357,2.8462,3.9554e-09
0,1,37,-3.8635,1.7332,-5.9264,0.29628,8.2094e-07
0,1,38,-3.8635,1.7332,-6.8305,1.4213,5.7724e-07
0,1,39,-3.8635,1.7332,-7.6573,1.0787,2.4239e-08
0,1,40,-3.8635,1.7332,-7.1797,2.0081,1.9793e-08
0,1,41,-3.8635,1.7332,-6.7558,0.071307,-1.5312e-09
0,1,42,-3.8635,1.7332,-7.0942,2.5105,-1.7425e-08
0,1,43,-3.8635,1.7332,-6.008,1.3141,-8.8454e-07
0,1,44,-3.8635,1.7332,-5.9648,1.7855,-6.7681e-07
0,1,45,-3.8635,1.7332,-6.5568,0.70734,8.7148e-08
0,1,46,-3.8635,1.7332,-6.4919,3.1112,-7.2309e-08
0,1,47,-3.8635,1.7332,-6.0823,2.6445,-1.9356e-07
0,1,48,-3.8635,1.7332,-6.0779,0.47574,-2.7749e-07
0,1,49,-3.8635,1.7332,-6.5641,0.25413,-4.1143e-08
0,1,50,-3.8635,1.7332,-6.5411,1.3214,-3.4524e-08
0,1,51,-3.8635,1.7332,-6.2728,0.78381,2.3658e-07
0,1,52,-3.8635,1.7332,-6.3483,2.1461,2.0322e-07
0,1,53,-3.8635,1.7332,-6.3853,1.3995,2.4965e-07
0,1,54,-3.8635,1.7332,-6.4686,1.6651,2.4233e-07
0,1,55,-3.8635,1.7332,-6.8323,3.0988,-1.0307e-10
0,1,56,-3.8635,1.7332,-6.7719,0.1916,6.1112e-10
0,1,57,-3.8635,1.7332,-6.1662,1.8883,2.3375e-07
0,1,58,-3.8635,1.7332,-6.1615,0.78448,2.8192e-07
0,1,59,-3.8635,1.7332,-5.6626,1.5697,-1.5659e-07
0,1,60,-3.8635,1.7332,-6.1383,2.5785,-1.5883e-07
0,1,61,-3.8635,1.7332,-6.4417,0.10916,-1.0345e-08
0,1,62,-3.8635,1.7332,-6.4612,2.9936,-1.4374e-08
0,1,63,-3.8635,1.7332,-6.8065,2.9372,2.1236e-08
0,1,64,-3.8635,1.7332,-6.7499,0.36746,2.0871e-08
0,2,3,-3.9475,1.4209,-2.3934,1.432,-3.6398e-06
0,2,4,-3.9475,1.4209,-4.049,1.4289,-3.5925e-06
0,2,5,-3.9475,1.4209,-3.8464,1.729,-3.6863e-06
0,2,6,-3.9475,1.4209,-3.8356,1.4182,-3.8755e-06
0,2,7,-3.9475,1.4209,-2.9112,1.3925,-3.3492e-06
0,2,8,-3.9475,1.4209,-1.9535,1.7524,-3.9809e-06
0,2,9,-3.9475,1.4209,-3.6679,1.739,-3.4935e-06
0,2,10,-3.9475,1.4209,-0.41621,1.7981,-3.657e-06
0,2,11,-3.9475,1.4209,-4.7824,1.9148,-3.296e-06
0,2,12,-3.9475,1.4209,-4.1833,1.2502,-3.5147e-06
0,2,13,-3.9475,1.4209,-2.6729,1.9823,-3.1306e-06
0,2,14,-3.9475,1.4209,-3.2582,1.1856,-3.0839e-06
0,2,15,-3.9475,1.4209,-4.2017,1.7902,-3.6141e-06
0,2,16,-3.9475,1.4209,-1.341,1.8223,-3.7746e-06
0,2,17,-3.9475,1.4209,-4.3954,1.795,-3.6615e-06
0,2,18,-3.9475,1.4209,-1.8322,1.8141,-3.8212e-06
0,2,19,-3.9475,1.4209,-4.2568,1.7993,-3.7074e-06
0,2,20,-3.9475,1.4209,-0.84612,1.7946,-3.8611e-06
0,2,21,-3.9475,1.4209,-2.3282,1.9896,-3.5902e-06
0,2,22,-3.9475,1.4209,-2.3222,1.6677,-3.1843e-06
0,2,23,-3.9475,1.4209,-3.4608,1.9747,-3.4026e-06
0,2,24,-3.9475,1.4209,-3.9445,1.1964,-3.2335e-06
0,2,25,-3.9475,1.4209,-1.971,1.1597,-2.9236e-06
0,2,26,-3.9475,1.4209,-1.6217,1.9558,-3.6995e-06
0,2,27,-3.9475,1.4209,-4.0263,1.9147,-3.2594e-06
0,2,28,-3.9475,1.4209,-0.46781,1.918,-3.6805e-06
0,2,29,-3.9475,1.4209,-1.7753,1.1736,-2.6991e-06
0,2,30,-3.9475,1.4209,-4.0864,1.2204,-3.4377e-06
0,2,31,-3.9475,1.4209,-3.7308,1.9383,-3.3308e-06
0,2,32,-3.9475,1.4209,-2.8472,1.979,-3.7169e-06
0,2,33,-3.9475,1.4209,-2.5373,2.2849,-2.423e-06
0,2,34,-3.9475,1.4209,-0.85235,2.291,-2.485e-06
0,2,35,-3.9475,1.4209,-7.2003,0.46719,1.1623e-07
0,2,36,-3.9475,1.4209,-7.1357,2.8462,-7.5117e-08
0,2,37,-3.9475,1.4209,-5.9264,0.29628,6.6592e-07
0,2,38,-3.9475,1.4209,-6.8305,1.4213,6.5341e-07
0,2,39,-3.9475,1.4209,-7.6573,1.0787,-1.1655e-07
0,2,40,-3.9475,1.4209,-7.1797,2.0081,1.0578e-07
0,2,41,-3.9475,1.4209,-6.7558,0.071307,-1.5131e-07
0,2,42,-3.9475,1.4209,-7.0942,2.5105,2.2055e-08
0,2,43,-3.9475,1.4209,-6.008,1.3141,-6.1552e-07
0,2,44,-3.9475,1.4209,-5.9648,1.7855,-6.7059e-07
0,2,45,-3.9475,1.4209,-6.5568,0.70734,-9.1276e-08
0,2,46,-3.9475,1.4209,-6.4919,3.1112,3.9762e-08
0,2,47,-3.9475,1.4209,-6.0823,2.6445,-2.391e-07
0,2,48,-3.9475,1.4209,-6.0779,0.47574,-3.3559e-07
0,2,49,-3.9475,1.4209,-6.5641,0.25413,-2.6215e-08
0,2,50,-3.9475,1.4209,-6.5411,1.3214,-2.9509e-08
0,2,51,-3.9475,1.4209,-6.2728,0.78381,2.2124e-07
0,2,52,-3.9475,1.4209,-6.3483,2.1461,1.8836e-07
0,2,53,-3.9475,1.4209,-6.3853,1.3995,2.1102e-07
0,2,54,-3.9475,1.4209,-6.4686,1.6651,2.0451e-07
0,2,55,-3.9475,1.4209,-6.8323,3.0988,-2.5727e-08
0,2,56,-3.9475,1.4209,-6.7719,0.1916,-3.0222e-08
