0,-2.1059e-06,1.8
5,-2.0097e-06,1.7249
10,-1.8254e-06,1.2224
15,-1.5838e-06,1.0044
30,-1.1826e-06,0.57083
35,-1.1278e-06,0.50106
40,-9.5896e-07,0.4105
45,-9.305e-07,0.39304
50,-8.4372e-07,0.34721
55,-7.6241e-07,0.31491
60,-5.488e-07,0.2952
75,-3.885e-07,0.19342
80,-3.3164e-07,0.18065
95,-2.9242e-07,0.1102
100,-3.2264e-07,0.10907
105,-2.9308e-07,0.10416
110,-2.6624e-07,0.074384
115,-2.4182e-07,0.067813
120,-2.1965e-07,0.058359
125,-1.9572e-07,0.034416
135,-1.5611e-07,0.004972
140,-1.4248e-07,0.0001906
145,-9.6668e-08,0.000209
150,-1.2321e-07,0.000494
155,-7.8329e-08,0.0001558
160,-1.0162e-07,6.86e-05
165,-9.237e-08,0.0009032
170,-6.1704e-08,0.000231
175,-7.6113e-08,0.0002456
180,-5.2124e-08,0.000713
185,-6.2802e-08,5.76e-05
190,-5.4436e-08,0.000828
